country,gender,age_group,religion,environment
Zambia,Male,36-45,Christianity,Urban
Zambia,Female,18-25,Christianity,Urban
Zambia,Male,18-25,Christianity,Rural
Zambia,Male,46-55,Christianity,Urban
Zambia,Male,18-25,I do not identify with any religious group or faith,Urban
Zambia,Female,26-35,Christianity,Urban
Zambia,Male,18-25,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Female,46-55,Christianity,Urban
Zambia,Female,36-45,Christianity,Rural
Zambia,Female,18-25,Christianity,Urban
Zambia,Female,65+,Christianity,Rural
Zambia,Female,26-35,Christianity,Urban
Zambia,Male,46-55,Christianity,Rural
Zambia,Male,46-55,Christianity,Rural
Zambia,Female,46-55,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Female,26-35,Christianity,Urban
Zambia,Female,18-25,Christianity,Urban
Zambia,Female,36-45,Christianity,Urban
Zambia,Male,18-25,Christianity,Urban
Zambia,Female,26-35,Christianity,Urban
Zambia,Male,65+,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Female,56-65,Christianity,Rural
Zambia,Male,26-35,Christianity,Urban
Zambia,Male,26-35,Christianity,Urban
Zambia,Male,36-45,Christianity,Urban
Zambia,Female,26-35,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Male,18-25,Christianity,Urban
Zambia,Female,18-25,Christianity,Urban
Zambia,Female,26-35,Christianity,Urban
Zambia,Female,36-45,Christianity,Urban
Zambia,Male,56-65,I do not identify with any religious group or faith,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Male,26-35,Christianity,Urban
Zambia,Male,65+,Christianity,Urban
Zambia,Male,46-55,Christianity,Urban
Zambia,Female,26-35,Christianity,Urban
Zambia,Female,36-45,Christianity,Rural
Zambia,Male,26-35,I do not identify with any religious group or faith,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Male,46-55,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Male,18-25,Christianity,Urban
Zambia,Female,56-65,Christianity,Urban
Zambia,Female,18-25,Islam,Urban
Zambia,Female,18-25,Christianity,Urban
Zambia,Male,26-35,Christianity,Urban
Zambia,Male,46-55,Christianity,Urban
Zambia,Female,18-25,Christianity,Urban
Zambia,Male,18-25,Christianity,Urban
Zambia,Female,46-55,Christianity,Rural
Zambia,Female,46-55,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Female,56-65,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Female,56-65,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Female,65+,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Male,56-65,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Male,56-65,Christianity,Urban
Zambia,Male,36-45,Christianity,Urban
Zambia,Female,65+,Christianity,Urban
Zambia,Female,36-45,Christianity,Urban
Zambia,Female,36-45,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Male,65+,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Female,36-45,Christianity,Urban
Zambia,Male,26-35,Christianity,Rural
Zambia,Female,26-35,Christianity,Urban
Zambia,Male,18-25,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Female,46-55,Christianity,Rural
Zambia,Male,18-25,Christianity,Urban
Zambia,Male,46-55,Christianity,Rural
Zambia,Male,36-45,Christianity,Urban
Zambia,Male,46-55,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Male,18-25,Islam,Rural
Zambia,Male,18-25,Islam,Rural
Zambia,Female,56-65,Christianity,Urban
Zambia,Male,56-65,Christianity,Urban
Zambia,Female,65+,Christianity,Urban
Zambia,Female,18-25,Christianity,Urban
Zambia,Male,36-45,Christianity,Urban
Zambia,Female,18-25,Islam,Rural
Zambia,Male,18-25,Christianity,Urban
Zambia,Female,46-55,Christianity,Urban
Zambia,Male,36-45,Christianity,Urban
Zambia,Male,18-25,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Female,36-45,Islam,Rural
Zambia,Female,26-35,Christianity,Urban
Zambia,Female,26-35,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Male,65+,Christianity,Rural
Zambia,Female,56-65,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Male,65+,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Male,56-65,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Male,46-55,Christianity,Rural
Zambia,Female,46-55,Christianity,Rural
Zambia,Female,26-35,I do not identify with any religious group or faith,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Male,65+,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Female,65+,Christianity,Rural
Zambia,Female,46-55,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Male,56-65,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Male,46-55,Christianity,Rural
Zambia,Male,65+,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Male,46-55,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Female,46-55,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Male,56-65,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Female,46-55,Christianity,Rural
Zambia,Male,46-55,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Female,65+,Christianity,Rural
Zambia,Female,56-65,Christianity,Rural
Zambia,Male,46-55,Christianity,Rural
Zambia,Female,56-65,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Male,65+,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Female,18-25,Christianity,Urban
Zambia,Male,26-35,Christianity,Urban
Zambia,Male,36-45,Christianity,Urban
Zambia,Male,18-25,Christianity,Urban
Zambia,Male,26-35,Christianity,Urban
Zambia,Male,46-55,Islam,Urban
Zambia,Male,26-35,Christianity,Urban
Zambia,Male,56-65,Christianity,Urban
Zambia,Male,65+,Christianity,Urban
Zambia,Female,26-35,Christianity,Urban
Zambia,Female,26-35,Christianity,Urban
Zambia,Female,26-35,Christianity,Urban
Zambia,Female,26-35,Christianity,Urban
Zambia,Female,36-45,Islam,Urban
Zambia,Female,26-35,Christianity,Urban
Zambia,Female,26-35,Christianity,Urban
Zambia,Female,18-25,Christianity,Rural
Zambia,Male,65+,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Male,56-65,Christianity,Rural
Zambia,Female,65+,Christianity,Rural
Zambia,Male,65+,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Female,56-65,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Male,46-55,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Male,65+,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Male,46-55,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Female,18-25,I do not identify with any religious group or faith,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Male,26-35,Islam,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Female,65+,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Male,46-55,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Male,18-25,Christianity,Urban
Zambia,Male,18-25,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Female,26-35,Christianity,Urban
Zambia,Female,56-65,Christianity,Urban
Zambia,Female,18-25,Christianity,Urban
Zambia,Male,18-25,Christianity,Urban
Zambia,Male,26-35,Christianity,Urban
Zambia,Male,18-25,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Female,56-65,Christianity,Urban
Zambia,Male,26-35,Christianity,Urban
Zambia,Male,18-25,Christianity,Urban
Zambia,Female,26-35,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Male,46-55,Christianity,Rural
Zambia,Female,56-65,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Male,56-65,Christianity,Rural
Zambia,Female,46-55,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Male,46-55,Christianity,Rural
Zambia,Male,46-55,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Male,56-65,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Female,46-55,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Female,56-65,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Male,56-65,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Male,65+,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Male,65+,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Male,46-55,Christianity,Rural
Zambia,Male,36-45,Christianity,Urban
Zambia,Female,36-45,Christianity,Urban
Zambia,Male,18-25,Christianity,Rural
Zambia,Male,36-45,Christianity,Urban
Zambia,Male,26-35,Christianity,Urban
Zambia,Female,26-35,Christianity,Urban
Zambia,Male,26-35,Christianity,Urban
Zambia,Female,26-35,Christianity,Urban
Zambia,Female,26-35,Christianity,Urban
Zambia,Male,18-25,Christianity,Urban
Zambia,Male,36-45,Christianity,Urban
Zambia,Female,18-25,Christianity,Urban
Zambia,Male,26-35,Christianity,Urban
Zambia,Female,18-25,Christianity,Urban
Zambia,Male,36-45,Christianity,Urban
Zambia,Female,65+,Christianity,Rural
Zambia,Female,26-35,Christianity,Urban
Zambia,Female,36-45,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Female,18-25,Christianity,Urban
Zambia,Male,26-35,Christianity,Rural
Zambia,Male,65+,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Female,56-65,Christianity,Rural
Zambia,Female,46-55,Christianity,Rural
Zambia,Male,46-55,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Female,36-45,Christianity,Urban
Zambia,Female,18-25,Christianity,Urban
Zambia,Male,26-35,Christianity,Urban
Zambia,Male,36-45,Christianity,Urban
Zambia,Female,18-25,Christianity,Rural
Zambia,Female,26-35,Christianity,Urban
Zambia,Male,18-25,Christianity,Urban
Zambia,Male,26-35,Christianity,Urban
Zambia,Female,26-35,Christianity,Urban
Zambia,Male,18-25,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Female,65+,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Male,46-55,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Female,46-55,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Female,56-65,Christianity,Rural
Zambia,Female,46-55,Christianity,Rural
Zambia,Female,56-65,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Male,46-55,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Male,46-55,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Male,46-55,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Female,46-55,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Female,65+,Christianity,Urban
Zambia,Female,26-35,Christianity,Urban
Zambia,Female,26-35,Christianity,Urban
Zambia,Male,18-25,Christianity,Urban
Zambia,Male,18-25,Christianity,Urban
Zambia,Male,18-25,Christianity,Rural
Zambia,Male,46-55,Christianity,Rural
Zambia,Female,65+,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Male,65+,Christianity,Rural
Zambia,Male,46-55,Christianity,Urban
Zambia,Male,46-55,Christianity,Urban
Zambia,Female,65+,Christianity,Urban
Zambia,Female,26-35,Christianity,Rural
Zambia,Female,46-55,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Male,46-55,Christianity,Rural
Zambia,Male,56-65,Christianity,Urban
Zambia,Female,56-65,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Female,18-25,Christianity,Urban
Zambia,Female,18-25,Christianity,Rural
Zambia,Female,18-25,Christianity,Urban
Zambia,Male,18-25,Christianity,Rural
Zambia,Female,56-65,Christianity,Urban
Zambia,Female,36-45,Christianity,Urban
Zambia,Male,56-65,Christianity,Urban
Zambia,Male,65+,Christianity,Urban
Zambia,Male,18-25,Christianity,Urban
Zambia,Male,18-25,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Female,46-55,Christianity,Rural
Zambia,Male,46-55,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Female,46-55,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Female,18-25,Christianity,Rural
Zambia,Male,46-55,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Male,18-25,Christianity,Rural
Zambia,Female,56-65,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Male,65+,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Male,65+,Christianity,Rural
Zambia,Female,36-45,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Female,46-55,Christianity,Rural
Zambia,Female,56-65,Christianity,Rural
Zambia,Female,46-55,Christianity,Rural
Zambia,Female,26-35,Christianity,Urban
Zambia,Male,26-35,Christianity,Rural
Zambia,Male,36-45,Christianity,Urban
Zambia,Female,36-45,Christianity,Rural
Zambia,Male,36-45,Christianity,Urban
Zambia,Male,26-35,Christianity,Urban
Zambia,Female,18-25,Christianity,Urban
Zambia,Male,26-35,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Male,26-35,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Male,46-55,Christianity,Rural
Zambia,Male,26-35,Christianity,Urban
Zambia,Female,26-35,Christianity,Urban
Zambia,Female,46-55,Christianity,Rural
Zambia,Female,18-25,Christianity,Urban
Zambia,Female,26-35,Christianity,Rural
Zambia,Female,26-35,Christianity,Rural
Zambia,Male,36-45,Christianity,Rural
Zambia,Female,18-25,Christianity,Urban
Zambia,Male,65+,Christianity,Urban
Zambia,Female,18-25,Christianity,Urban
Zambia,Female,26-35,Christianity,Urban
Zambia,Male,18-25,Christianity,Urban
Zambia,Female,26-35,Christianity,Urban
Zambia,Male,18-25,Christianity,Urban
Zambia,Male,36-45,Christianity,Urban
Zambia,Female,18-25,Christianity,Urban
Zambia,Female,26-35,Christianity,Urban
Zambia,Female,18-25,Christianity,Urban
Zambia,Male,18-25,Christianity,Urban
Zambia,Male,18-25,Christianity,Urban
Zambia,Female,36-45,Christianity,Urban
Zambia,Male,26-35,Christianity,Urban
Zambia,Male,26-35,Christianity,Urban
Zambia,Female,46-55,Christianity,Rural
Zambia,Male,46-55,Christianity,Urban
Zambia,Male,26-35,Christianity,Rural
Zimbabwe,Female,36-45,Christianity,Urban
Zimbabwe,Male,18-25,Christianity,Urban
Zimbabwe,Male,18-25,Christianity,Urban
Zimbabwe,Male,26-35,Christianity,Urban
Zimbabwe,Female,56-65,Christianity,Urban
Zimbabwe,Male,18-25,Christianity,Rural
Zimbabwe,Female,36-45,Christianity,Rural
Zimbabwe,Female,18-25,Christianity,Rural
Zimbabwe,Female,36-45,Christianity,Rural
Zimbabwe,Male,26-35,Christianity,Rural
Zimbabwe,Female,26-35,Christianity,Rural
Zimbabwe,Male,46-55,Christianity,Rural
Zimbabwe,Female,18-25,Christianity,Urban
Zimbabwe,Male,36-45,Christianity,Rural
Zimbabwe,Female,26-35,Christianity,Urban
Zimbabwe,Male,18-25,Christianity,Urban
Zimbabwe,Female,26-35,Christianity,Rural
Zimbabwe,Male,36-45,Christianity,Rural
Zimbabwe,Female,26-35,Christianity,Rural
Zimbabwe,Female,26-35,Christianity,Rural
Zimbabwe,Male,18-25,Christianity,Rural
Zimbabwe,Male,46-55,Christianity,Rural
Zimbabwe,Male,18-25,Christianity,Rural
Zimbabwe,Female,56-65,I do not identify with any religious group or faith,Rural
Zimbabwe,Male,18-25,Christianity,Rural
Zimbabwe,Male,18-25,Christianity,Rural
Zimbabwe,Female,46-55,Christianity,Rural
Zimbabwe,Female,26-35,Christianity,Rural
Zimbabwe,Female,65+,Christianity,Urban
Zimbabwe,Female,18-25,Christianity,Urban
Zimbabwe,Male,18-25,Christianity,Urban
Zimbabwe,Male,26-35,Christianity,Urban
Zimbabwe,Female,36-45,Christianity,Rural
Zimbabwe,Male,26-35,I do not identify with any religious group or faith,Rural
Zimbabwe,Female,46-55,Christianity,Rural
Zimbabwe,Female,26-35,Christianity,Rural
Zimbabwe,Female,18-25,Christianity,Rural
Zimbabwe,Female,36-45,Christianity,Rural
Zimbabwe,Female,26-35,Christianity,Urban
Zimbabwe,Female,56-65,Christianity,Urban
Zimbabwe,Male,65+,Other religious group,Urban
Zimbabwe,Male,36-45,Christianity,Rural
Zimbabwe,Male,26-35,Christianity,Urban
Zimbabwe,Female,36-45,I do not identify with any religious group or faith,Urban
Zimbabwe,Male,65+,Christianity,Urban
Zimbabwe,Male,26-35,I do not identify with any religious group or faith,Rural
Zimbabwe,Male,18-25,Christianity,Urban
Zimbabwe,Male,26-35,Christianity,Urban
Zimbabwe,Male,36-45,Christianity,Rural
Zimbabwe,Male,26-35,Christianity,Rural
Zimbabwe,Male,26-35,Christianity,Rural
Zimbabwe,Female,65+,Christianity,Rural
Zimbabwe,Female,36-45,Christianity,Urban
Zimbabwe,Female,18-25,Christianity,Rural
Zimbabwe,Male,26-35,Christianity,Rural
Zimbabwe,Male,26-35,Christianity,Urban
Zimbabwe,Female,36-45,Christianity,Urban
Zimbabwe,Female,46-55,Christianity,Rural
Zimbabwe,Female,26-35,Christianity,Rural
Zimbabwe,Male,65+,Christianity,Rural
Zimbabwe,Male,36-45,Christianity,Rural
Zimbabwe,Female,36-45,Christianity,Rural
Zimbabwe,Male,26-35,Christianity,Rural
Zimbabwe,Female,56-65,Christianity,Urban
Zimbabwe,Female,46-55,I do not identify with any religious group or faith,Rural
Zimbabwe,Male,18-25,Christianity,Rural
Zimbabwe,Male,36-45,Christianity,Rural
Zimbabwe,Female,56-65,Christianity,Rural
Zimbabwe,Female,26-35,Christianity,Rural
Zimbabwe,Male,65+,Christianity,Rural
Zimbabwe,Female,26-35,Christianity,Rural
Zimbabwe,Male,46-55,Christianity,Rural
Zimbabwe,Female,18-25,Christianity,Rural
Zimbabwe,Male,36-45,Christianity,Rural
Zimbabwe,Female,26-35,Christianity,Rural
Zimbabwe,Male,65+,Christianity,Rural
Zimbabwe,Male,36-45,Christianity,Urban
Zimbabwe,Female,36-45,Christianity,Urban
Zimbabwe,Female,65+,Christianity,Urban
Zimbabwe,Male,36-45,Christianity,Urban
Zimbabwe,Male,46-55,Christianity,Rural
Zimbabwe,Female,36-45,Christianity,Rural
Zimbabwe,Male,26-35,Christianity,Urban
Zimbabwe,Male,36-45,I do not identify with any religious group or faith,Urban
Zimbabwe,Female,18-25,Christianity,Urban
Zimbabwe,Female,36-45,Christianity,Rural
Zimbabwe,Male,36-45,I do not identify with any religious group or faith,Urban
Zimbabwe,Male,36-45,I do not identify with any religious group or faith,Rural
Zimbabwe,Male,18-25,Christianity,Rural
Zimbabwe,Female,18-25,Christianity,Rural
Zimbabwe,Female,18-25,Christianity,Rural
Zimbabwe,Female,18-25,Christianity,Rural
Zimbabwe,Male,56-65,Christianity,Urban
Zimbabwe,Female,18-25,Christianity,Urban
Zimbabwe,Female,46-55,Christianity,Rural
Zimbabwe,Female,36-45,Christianity,Rural
Zimbabwe,Male,36-45,Christianity,Rural
Zimbabwe,Female,56-65,Christianity,Urban
Zimbabwe,Male,65+,Christianity,Urban
Zimbabwe,Male,65+,Christianity,Rural
Zimbabwe,Female,18-25,Christianity,Urban
Zimbabwe,Male,65+,Christianity,Urban
Zimbabwe,Female,36-45,I do not identify with any religious group or faith,Urban
Zimbabwe,Female,18-25,Christianity,Urban
Zimbabwe,Female,18-25,Christianity,Rural
Zimbabwe,Male,18-25,Christianity,Rural
Zimbabwe,Female,18-25,I do not identify with any religious group or faith,Rural
Zimbabwe,Male,46-55,Christianity,Rural
Zimbabwe,Male,26-35,Christianity,Rural
Zimbabwe,Female,36-45,Christianity,Rural
Zimbabwe,Male,26-35,Christianity,Rural
Zimbabwe,Male,46-55,Christianity,Rural
Zimbabwe,Male,26-35,I do not identify with any religious group or faith,Rural
Zimbabwe,Female,26-35,Christianity,Rural
Zimbabwe,Male,65+,Christianity,Rural
Zimbabwe,Female,18-25,Christianity,Rural
Zimbabwe,Male,46-55,Christianity,Rural
Zimbabwe,Female,36-45,Christianity,Rural
Zimbabwe,Female,36-45,Christianity,Rural
Zimbabwe,Male,26-35,Christianity,Rural
Zimbabwe,Male,56-65,Christianity,Rural
Zimbabwe,Female,56-65,Christianity,Rural
Zimbabwe,Male,56-65,I do not identify with any religious group or faith,Rural
Zimbabwe,Male,26-35,Christianity,Urban
