country,religion,count,proportion,population_proportion,sample_proportion,benchmark_proportion,deviation,abs_deviation,normalized_deviation,tvd_contribution
Mozambique,Buddhism,,,1.696197220974259e-06,0.0,1.696197220974259e-06,-1.696197220974259e-06,1.696197220974259e-06,-1.0,8.480986104871295e-07
Mozambique,Judaism,,,1.696197220974259e-06,0.0,1.696197220974259e-06,-1.696197220974259e-06,1.696197220974259e-06,-1.0,8.480986104871295e-07
Mozambique,Hinduism,,,1.696197220974259e-06,0.0,1.696197220974259e-06,-1.696197220974259e-06,1.696197220974259e-06,-1.0,8.480986104871295e-07
Bermuda,I do not identify with any religious group or faith,,,1.6882202353262396e-06,0.0,1.6882202353262396e-06,-1.6882202353262396e-06,1.6882202353262396e-06,-1.0,8.441101176631198e-07
Taiwan,Judaism,,,1.683869152245502e-06,0.0,1.683869152245502e-06,-1.683869152245502e-06,1.683869152245502e-06,-1.0,8.41934576122751e-07
Taiwan,Islam,,,1.683869152245502e-06,0.0,1.683869152245502e-06,-1.683869152245502e-06,1.683869152245502e-06,-1.0,8.41934576122751e-07
Taiwan,Hinduism,,,1.683869152245502e-06,0.0,1.683869152245502e-06,-1.683869152245502e-06,1.683869152245502e-06,-1.0,8.41934576122751e-07
Guadeloupe,I do not identify with any religious group or faith,,,1.6679151809494635e-06,0.0,1.6679151809494635e-06,-1.6679151809494635e-06,1.6679151809494635e-06,-1.0,8.339575904747318e-07
Switzerland,Other religious group,,,1.6664648199225517e-06,0.0,1.6664648199225517e-06,-1.6664648199225517e-06,1.6664648199225517e-06,-1.0,8.332324099612758e-07
Greece,Hinduism,,,1.6476101265726877e-06,0.0,1.6476101265726877e-06,-1.6476101265726877e-06,1.6476101265726877e-06,-1.0,8.238050632863438e-07
Puerto Rico,Buddhism,,,1.6316561552766493e-06,0.0,1.6316561552766493e-06,-1.6316561552766493e-06,1.6316561552766493e-06,-1.0,8.158280776383246e-07
Iceland,I do not identify with any religious group or faith,,,1.6244043501420868e-06,0.0,1.6244043501420868e-06,-1.6244043501420868e-06,1.6244043501420868e-06,-1.0,8.122021750710434e-07
Ireland,Other religious group,,,1.620778447574805e-06,0.0,1.620778447574805e-06,-1.620778447574805e-06,1.620778447574805e-06,-1.0,8.103892237874025e-07
Denmark,Buddhism,,,1.6099007398729607e-06,0.0,1.6099007398729607e-06,-1.6099007398729607e-06,1.6099007398729607e-06,-1.0,8.049503699364803e-07
Slovakia,Islam,,,1.5837942413885344e-06,0.0,1.5837942413885344e-06,-1.5837942413885344e-06,1.5837942413885344e-06,-1.0,7.918971206942672e-07
Solomon Islands,Other religious group,,,1.5663899090655835e-06,0.0,1.5663899090655835e-06,-1.5663899090655835e-06,1.5663899090655835e-06,-1.0,7.831949545327918e-07
Romania,Hinduism,,,1.5584129234175643e-06,0.0,1.5584129234175643e-06,-1.5584129234175643e-06,1.5584129234175643e-06,-1.0,7.792064617087822e-07
Romania,Judaism,,,1.5584129234175643e-06,0.0,1.5584129234175643e-06,-1.5584129234175643e-06,1.5584129234175643e-06,-1.0,7.792064617087822e-07
Romania,Buddhism,,,1.5584129234175643e-06,0.0,1.5584129234175643e-06,-1.5584129234175643e-06,1.5584129234175643e-06,-1.0,7.792064617087822e-07
Portugal,Hinduism,,,1.5489855767426324e-06,0.0,1.5489855767426324e-06,-1.5489855767426324e-06,1.5489855767426324e-06,-1.0,7.744927883713162e-07
Bahamas,I do not identify with any religious group or faith,,,1.5286805223658563e-06,0.0,1.5286805223658563e-06,-1.5286805223658563e-06,1.5286805223658563e-06,-1.0,7.643402611829282e-07
Malta,I do not identify with any religious group or faith,,,1.522879078258206e-06,0.0,1.522879078258206e-06,-1.522879078258206e-06,1.522879078258206e-06,-1.0,7.61439539129103e-07
Czech Republic,Other religious group,,,1.5214287172312936e-06,0.0,1.5214287172312936e-06,-1.5214287172312936e-06,1.5214287172312936e-06,-1.0,7.607143586156468e-07
Tunisia,Other religious group,,,1.519978356204381e-06,0.0,1.519978356204381e-06,-1.519978356204381e-06,1.519978356204381e-06,-1.0,7.599891781021904e-07
Sri Lanka,I do not identify with any religious group or faith,,,1.512726551069818e-06,0.0,1.512726551069818e-06,-1.512726551069818e-06,1.512726551069818e-06,-1.0,7.56363275534909e-07
Sri Lanka,Judaism,,,1.512726551069818e-06,0.0,1.512726551069818e-06,-1.512726551069818e-06,1.512726551069818e-06,-1.0,7.56363275534909e-07
Mauritania,Christianity,,,1.5054747459352552e-06,0.0,1.5054747459352552e-06,-1.5054747459352552e-06,1.5054747459352552e-06,-1.0,7.527373729676276e-07
Madagascar,Hinduism,,,1.5018488433679738e-06,0.0,1.5018488433679738e-06,-1.5018488433679738e-06,1.5018488433679738e-06,-1.0,7.509244216839869e-07
Madagascar,Buddhism,,,1.5018488433679738e-06,0.0,1.5018488433679738e-06,-1.5018488433679738e-06,1.5018488433679738e-06,-1.0,7.509244216839869e-07
Madagascar,Judaism,,,1.5018488433679738e-06,0.0,1.5018488433679738e-06,-1.5018488433679738e-06,1.5018488433679738e-06,-1.0,7.509244216839869e-07
Syria,Buddhism,,,1.480093427964285e-06,0.0,1.480093427964285e-06,-1.480093427964285e-06,1.480093427964285e-06,-1.0,7.400467139821425e-07
Syria,Hinduism,,,1.480093427964285e-06,0.0,1.480093427964285e-06,-1.480093427964285e-06,1.480093427964285e-06,-1.0,7.400467139821425e-07
Syria,Judaism,,,1.480093427964285e-06,0.0,1.480093427964285e-06,-1.480093427964285e-06,1.480093427964285e-06,-1.0,7.400467139821425e-07
St. Lucia,I do not identify with any religious group or faith,,,1.4793682474508287e-06,0.0,1.4793682474508287e-06,-1.4793682474508287e-06,1.4793682474508287e-06,-1.0,7.396841237254144e-07
Tokelau,Christianity,,,1.447460304858752e-06,0.0,1.447460304858752e-06,-1.447460304858752e-06,1.447460304858752e-06,-1.0,7.23730152429376e-07
Hungary,Other religious group,,,1.447460304858752e-06,0.0,1.447460304858752e-06,-1.447460304858752e-06,1.447460304858752e-06,-1.0,7.23730152429376e-07
Ivory Coast,Buddhism,,,1.4315063335627138e-06,0.0,1.4315063335627138e-06,-1.4315063335627138e-06,1.4315063335627138e-06,-1.0,7.157531667813569e-07
Ivory Coast,Hinduism,,,1.4315063335627138e-06,0.0,1.4315063335627138e-06,-1.4315063335627138e-06,1.4315063335627138e-06,-1.0,7.157531667813569e-07
Ivory Coast,Judaism,,,1.4315063335627138e-06,0.0,1.4315063335627138e-06,-1.4315063335627138e-06,1.4315063335627138e-06,-1.0,7.157531667813569e-07
Cameroon,Hinduism,,,1.4213538063743257e-06,0.0,1.4213538063743257e-06,-1.4213538063743257e-06,1.4213538063743257e-06,-1.0,7.106769031871628e-07
Cameroon,Judaism,,,1.4213538063743257e-06,0.0,1.4213538063743257e-06,-1.4213538063743257e-06,1.4213538063743257e-06,-1.0,7.106769031871628e-07
Cameroon,Buddhism,,,1.4213538063743257e-06,0.0,1.4213538063743257e-06,-1.4213538063743257e-06,1.4213538063743257e-06,-1.0,7.106769031871628e-07
Wallis and Futuna,Christianity,,,1.4126516402128502e-06,0.0,1.4126516402128502e-06,-1.4126516402128502e-06,1.4126516402128502e-06,-1.0,7.063258201064251e-07
Tuvalu,Christianity,,,1.4024991130244625e-06,0.0,1.4024991130244625e-06,-1.4024991130244625e-06,1.4024991130244625e-06,-1.0,7.012495565122313e-07
St. Helena,Christianity,,,1.399598390970637e-06,0.0,1.399598390970637e-06,-1.399598390970637e-06,1.399598390970637e-06,-1.0,6.997991954853185e-07
Niue,Christianity,,,1.3981480299437244e-06,0.0,1.3981480299437244e-06,-1.3981480299437244e-06,1.3981480299437244e-06,-1.0,6.990740149718622e-07
Belarus,Other religious group,,,1.392346585836074e-06,0.0,1.392346585836074e-06,-1.392346585836074e-06,1.392346585836074e-06,-1.0,6.96173292918037e-07
Kuwait,Other religious group,,,1.3908962248091612e-06,0.0,1.3908962248091612e-06,-1.3908962248091612e-06,1.3908962248091612e-06,-1.0,6.954481124045806e-07
Angola,Judaism,,,1.3836444196745987e-06,0.0,1.3836444196745987e-06,-1.3836444196745987e-06,1.3836444196745987e-06,-1.0,6.918222098372994e-07
Angola,Buddhism,,,1.3836444196745987e-06,0.0,1.3836444196745987e-06,-1.3836444196745987e-06,1.3836444196745987e-06,-1.0,6.918222098372994e-07
Angola,Hinduism,,,1.3836444196745987e-06,0.0,1.3836444196745987e-06,-1.3836444196745987e-06,1.3836444196745987e-06,-1.0,6.918222098372994e-07
St. Pierre and Miquelon,Christianity,,,1.3734918924862106e-06,0.0,1.3734918924862106e-06,-1.3734918924862106e-06,1.3734918924862106e-06,-1.0,6.867459462431053e-07
Martinique,I do not identify with any religious group or faith,,,1.3676904483785603e-06,0.0,1.3676904483785603e-06,-1.3676904483785603e-06,1.3676904483785603e-06,-1.0,6.838452241892802e-07
Montserrat,Christianity,,,1.3560875601632597e-06,0.0,1.3560875601632597e-06,-1.3560875601632597e-06,1.3560875601632597e-06,-1.0,6.780437800816298e-07
Somalia,Other religious group,,,1.3531868381094345e-06,0.0,1.3531868381094345e-06,-1.3531868381094345e-06,1.3531868381094345e-06,-1.0,6.765934190547172e-07
Azerbaijan,Other religious group,,,1.3328817837326586e-06,0.0,1.3328817837326586e-06,-1.3328817837326586e-06,1.3328817837326586e-06,-1.0,6.664408918663293e-07
Sao Tome and Principe,Other religious group,,,1.306775285248232e-06,0.0,1.306775285248232e-06,-1.306775285248232e-06,1.306775285248232e-06,-1.0,6.53387642624116e-07
Ireland,Buddhism,,,1.296622758059844e-06,0.0,1.296622758059844e-06,-1.296622758059844e-06,1.296622758059844e-06,-1.0,6.48311379029922e-07
Ireland,Hinduism,,,1.296622758059844e-06,0.0,1.296622758059844e-06,-1.296622758059844e-06,1.296622758059844e-06,-1.0,6.48311379029922e-07
New Zealand,Judaism,,,1.2676155375215926e-06,0.0,1.2676155375215926e-06,-1.2676155375215926e-06,1.2676155375215926e-06,-1.0,6.338077687607963e-07
Chile,Islam,,,1.2407838585237098e-06,0.0,1.2407838585237098e-06,-1.2407838585237098e-06,1.2407838585237098e-06,-1.0,6.203919292618549e-07
Chile,Buddhism,,,1.2407838585237098e-06,0.0,1.2407838585237098e-06,-1.2407838585237098e-06,1.2407838585237098e-06,-1.0,6.203919292618549e-07
Chile,Hinduism,,,1.2407838585237098e-06,0.0,1.2407838585237098e-06,-1.2407838585237098e-06,1.2407838585237098e-06,-1.0,6.203919292618549e-07
Cape Verde,Other religious group,,,1.2328068728756906e-06,0.0,1.2328068728756906e-06,-1.2328068728756906e-06,1.2328068728756906e-06,-1.0,6.164034364378453e-07
Lebanon,Buddhism,,,1.2270054287680404e-06,0.0,1.2270054287680404e-06,-1.2270054287680404e-06,1.2270054287680404e-06,-1.0,6.135027143840202e-07
Burkina Faso,Hinduism,,,1.1943723056625074e-06,0.0,1.1943723056625074e-06,-1.1943723056625074e-06,1.1943723056625074e-06,-1.0,5.971861528312537e-07
Burkina Faso,Buddhism,,,1.1943723056625074e-06,0.0,1.1943723056625074e-06,-1.1943723056625074e-06,1.1943723056625074e-06,-1.0,5.971861528312537e-07
Burkina Faso,Judaism,,,1.1943723056625074e-06,0.0,1.1943723056625074e-06,-1.1943723056625074e-06,1.1943723056625074e-06,-1.0,5.971861528312537e-07
Botswana,Islam,,,1.166090265637712e-06,0.0,1.166090265637712e-06,-1.166090265637712e-06,1.166090265637712e-06,-1.0,5.83045132818856e-07
Kazakhstan,Hinduism,,,1.1624643630704309e-06,0.0,1.1624643630704309e-06,-1.1624643630704309e-06,1.1624643630704309e-06,-1.0,5.812321815352154e-07
Kazakhstan,Judaism,,,1.1624643630704309e-06,0.0,1.1624643630704309e-06,-1.1624643630704309e-06,1.1624643630704309e-06,-1.0,5.812321815352154e-07
Albania,Other religious group,,,1.1602888215300615e-06,0.0,1.1602888215300615e-06,-1.1602888215300615e-06,1.1602888215300615e-06,-1.0,5.801444107650307e-07
Kyrgyzstan,Other religious group,,,1.1595636410166057e-06,0.0,1.1595636410166057e-06,-1.1595636410166057e-06,1.1595636410166057e-06,-1.0,5.797818205083028e-07
Nauru,Christianity,,,1.145785211260936e-06,0.0,1.145785211260936e-06,-1.145785211260936e-06,1.145785211260936e-06,-1.0,5.72892605630468e-07
French Guiana,I do not identify with any religious group or faith,,,1.1341823230456356e-06,0.0,1.1341823230456356e-06,-1.1341823230456356e-06,1.1341823230456356e-06,-1.0,5.670911615228178e-07
Mauritius,I do not identify with any religious group or faith,,,1.1312816009918102e-06,0.0,1.1312816009918102e-06,-1.1312816009918102e-06,1.1312816009918102e-06,-1.0,5.656408004959051e-07
Serbia,Other religious group,,,1.1269305179110725e-06,0.0,1.1269305179110725e-06,-1.1269305179110725e-06,1.1269305179110725e-06,-1.0,5.634652589555362e-07
Niger,Buddhism,,,1.1247549763707035e-06,0.0,1.1247549763707035e-06,-1.1247549763707035e-06,1.1247549763707035e-06,-1.0,5.623774881853518e-07
Niger,Hinduism,,,1.1247549763707035e-06,0.0,1.1247549763707035e-06,-1.1247549763707035e-06,1.1247549763707035e-06,-1.0,5.623774881853518e-07
Niger,Judaism,,,1.1247549763707035e-06,0.0,1.1247549763707035e-06,-1.1247549763707035e-06,1.1247549763707035e-06,-1.0,5.623774881853518e-07
Mali,Judaism,,,1.1146024491823156e-06,0.0,1.1146024491823156e-06,-1.1146024491823156e-06,1.1146024491823156e-06,-1.0,5.573012245911578e-07
Mali,Hinduism,,,1.1146024491823156e-06,0.0,1.1146024491823156e-06,-1.1146024491823156e-06,1.1146024491823156e-06,-1.0,5.573012245911578e-07
Mali,Buddhism,,,1.1146024491823156e-06,0.0,1.1146024491823156e-06,-1.1146024491823156e-06,1.1146024491823156e-06,-1.0,5.573012245911578e-07
Comoros,Other religious group,,,1.1117017271284906e-06,0.0,1.1117017271284906e-06,-1.1117017271284906e-06,1.1117017271284906e-06,-1.0,5.558508635642453e-07
Honduras,Islam,,,1.1022743804535589e-06,0.0,1.1022743804535589e-06,-1.1022743804535589e-06,1.1022743804535589e-06,-1.0,5.511371902267794e-07
Honduras,Buddhism,,,1.1022743804535589e-06,0.0,1.1022743804535589e-06,-1.1022743804535589e-06,1.1022743804535589e-06,-1.0,5.511371902267794e-07
Bahrain,Judaism,,,1.0964729363459084e-06,0.0,1.0964729363459084e-06,-1.0964729363459084e-06,1.0964729363459084e-06,-1.0,5.482364681729542e-07
Bulgaria,Other religious group,,,1.0863204091575205e-06,0.0,1.0863204091575205e-06,-1.0863204091575205e-06,1.0863204091575205e-06,-1.0,5.431602045787602e-07
Malawi,Buddhism,,,1.08051896504987e-06,0.0,1.08051896504987e-06,-1.08051896504987e-06,1.08051896504987e-06,-1.0,5.40259482524935e-07
Malawi,Hinduism,,,1.08051896504987e-06,0.0,1.08051896504987e-06,-1.08051896504987e-06,1.08051896504987e-06,-1.0,5.40259482524935e-07
Malawi,Judaism,,,1.08051896504987e-06,0.0,1.08051896504987e-06,-1.08051896504987e-06,1.08051896504987e-06,-1.0,5.40259482524935e-07
Ecuador,Judaism,,,1.0486110224577931e-06,0.0,1.0486110224577931e-06,-1.0486110224577931e-06,1.0486110224577931e-06,-1.0,5.243055112288966e-07
Ecuador,Hinduism,,,1.0486110224577931e-06,0.0,1.0486110224577931e-06,-1.0486110224577931e-06,1.0486110224577931e-06,-1.0,5.243055112288966e-07
Ecuador,Islam,,,1.0486110224577931e-06,0.0,1.0486110224577931e-06,-1.0486110224577931e-06,1.0486110224577931e-06,-1.0,5.243055112288966e-07
Ecuador,Buddhism,,,1.0486110224577931e-06,0.0,1.0486110224577931e-06,-1.0486110224577931e-06,1.0486110224577931e-06,-1.0,5.243055112288966e-07
Guatemala,Buddhism,,,1.0435347588635994e-06,0.0,1.0435347588635994e-06,-1.0435347588635994e-06,1.0435347588635994e-06,-1.0,5.217673794317997e-07
Guatemala,Hinduism,,,1.0435347588635994e-06,0.0,1.0435347588635994e-06,-1.0435347588635994e-06,1.0435347588635994e-06,-1.0,5.217673794317997e-07
Guatemala,Islam,,,1.0435347588635994e-06,0.0,1.0435347588635994e-06,-1.0435347588635994e-06,1.0435347588635994e-06,-1.0,5.217673794317997e-07
Guatemala,Judaism,,,1.0435347588635994e-06,0.0,1.0435347588635994e-06,-1.0435347588635994e-06,1.0435347588635994e-06,-1.0,5.217673794317997e-07
Cambodia,Hinduism,,,1.025405246027192e-06,0.0,1.025405246027192e-06,-1.025405246027192e-06,1.025405246027192e-06,-1.0,5.12702623013596e-07
Cambodia,Judaism,,,1.025405246027192e-06,0.0,1.025405246027192e-06,-1.025405246027192e-06,1.025405246027192e-06,-1.0,5.12702623013596e-07
Andorra,I do not identify with any religious group or faith,,,1.0210541629464543e-06,0.0,1.0210541629464543e-06,-1.0210541629464543e-06,1.0210541629464543e-06,-1.0,5.105270814732271e-07
Panama,Buddhism,,,1.0210541629464543e-06,0.0,1.0210541629464543e-06,-1.0210541629464543e-06,1.0210541629464543e-06,-1.0,5.105270814732271e-07
New Caledonia,Islam,,,1.015252718838804e-06,0.0,1.015252718838804e-06,-1.015252718838804e-06,1.015252718838804e-06,-1.0,5.07626359419402e-07
Fiji,I do not identify with any religious group or faith,,,9.978483865158532e-07,0.0,9.978483865158532e-07,-9.978483865158532e-07,9.978483865158532e-07,-1.0,4.989241932579266e-07
Tajikistan,Other religious group,,,9.978483865158532e-07,0.0,9.978483865158532e-07,-9.978483865158532e-07,9.978483865158532e-07,-1.0,4.989241932579266e-07
Namibia,Islam,,,9.920469424082028e-07,0.0,9.920469424082028e-07,-9.920469424082028e-07,9.920469424082028e-07,-1.0,4.960234712041014e-07
Falkland Is. (Malvinas),Christianity,,,9.74642610085252e-07,0.0,9.74642610085252e-07,-9.74642610085252e-07,9.74642610085252e-07,-1.0,4.87321305042626e-07
Aruba,I do not identify with any religious group or faith,,,9.57238277762301e-07,0.0,9.57238277762301e-07,-9.57238277762301e-07,9.57238277762301e-07,-1.0,4.786191388811505e-07
Netherlands Antilles,I do not identify with any religious group or faith,,,9.57238277762301e-07,0.0,9.57238277762301e-07,-9.57238277762301e-07,9.57238277762301e-07,-1.0,4.786191388811505e-07
Zambia,Judaism,,,9.492612921142818e-07,0.0,9.492612921142818e-07,-9.492612921142818e-07,9.492612921142818e-07,-1.0,4.746306460571409e-07
Zambia,Buddhism,,,9.492612921142818e-07,0.0,9.492612921142818e-07,-9.492612921142818e-07,9.492612921142818e-07,-1.0,4.746306460571409e-07
Libya,Other religious group,,,9.224296131163992e-07,0.0,9.224296131163992e-07,-9.224296131163992e-07,9.224296131163992e-07,-1.0,4.612148065581996e-07
Northern Mariana Is.,Buddhism,,,9.224296131163992e-07,0.0,9.224296131163992e-07,-9.224296131163992e-07,9.224296131163992e-07,-1.0,4.612148065581996e-07
Zimbabwe,Judaism,,,9.115519054145548e-07,0.0,9.115519054145548e-07,-9.115519054145548e-07,9.115519054145548e-07,-1.0,4.557759527072774e-07
Zimbabwe,Hinduism,,,9.115519054145548e-07,0.0,9.115519054145548e-07,-9.115519054145548e-07,9.115519054145548e-07,-1.0,4.557759527072774e-07
Zimbabwe,Buddhism,,,9.115519054145548e-07,0.0,9.115519054145548e-07,-9.115519054145548e-07,9.115519054145548e-07,-1.0,4.557759527072774e-07
Senegal,Hinduism,,,9.013993782261668e-07,0.0,9.013993782261668e-07,-9.013993782261668e-07,9.013993782261668e-07,-1.0,4.506996891130834e-07
Senegal,Judaism,,,9.013993782261668e-07,0.0,9.013993782261668e-07,-9.013993782261668e-07,9.013993782261668e-07,-1.0,4.506996891130834e-07
Senegal,I do not identify with any religious group or faith,,,9.013993782261668e-07,0.0,9.013993782261668e-07,-9.013993782261668e-07,9.013993782261668e-07,-1.0,4.506996891130834e-07
Senegal,Buddhism,,,9.013993782261668e-07,0.0,9.013993782261668e-07,-9.013993782261668e-07,9.013993782261668e-07,-1.0,4.506996891130834e-07
Jordan,Hinduism,,,8.977734756588854e-07,0.0,8.977734756588854e-07,-8.977734756588854e-07,8.977734756588854e-07,-1.0,4.488867378294427e-07
Jordan,Other religious group,,,8.977734756588854e-07,0.0,8.977734756588854e-07,-8.977734756588854e-07,8.977734756588854e-07,-1.0,4.488867378294427e-07
Botswana,Hinduism,,,8.745676992282841e-07,0.0,8.745676992282841e-07,-8.745676992282841e-07,8.745676992282841e-07,-1.0,4.3728384961414203e-07
Guyana,Other religious group,,,8.702166161475463e-07,0.0,8.702166161475463e-07,-8.702166161475463e-07,8.702166161475463e-07,-1.0,4.3510830807377317e-07
Sierra Leone,I do not identify with any religious group or faith,,,8.513619227976829e-07,0.0,8.513619227976829e-07,-8.513619227976829e-07,8.513619227976829e-07,-1.0,4.2568096139884143e-07
Namibia,Other religious group,,,8.26705785340169e-07,0.0,8.26705785340169e-07,-8.26705785340169e-07,8.26705785340169e-07,-1.0,4.133528926700845e-07
Greece,Judaism,,,8.238050632863438e-07,0.0,8.238050632863438e-07,-8.238050632863438e-07,8.238050632863438e-07,-1.0,4.119025316431719e-07
Greece,Buddhism,,,8.238050632863438e-07,0.0,8.238050632863438e-07,-8.238050632863438e-07,8.238050632863438e-07,-1.0,4.119025316431719e-07
Cayman Islands,I do not identify with any religious group or faith,,,8.180036191786936e-07,0.0,8.180036191786936e-07,-8.180036191786936e-07,8.180036191786936e-07,-1.0,4.090018095893468e-07
Cuba,Islam,,,8.16553258151781e-07,0.0,8.16553258151781e-07,-8.16553258151781e-07,8.16553258151781e-07,-1.0,4.082766290758905e-07
Cuba,Judaism,,,8.16553258151781e-07,0.0,8.16553258151781e-07,-8.16553258151781e-07,8.16553258151781e-07,-1.0,4.082766290758905e-07
Cuba,Buddhism,,,8.16553258151781e-07,0.0,8.16553258151781e-07,-8.16553258151781e-07,8.16553258151781e-07,-1.0,4.082766290758905e-07
Latvia,Other religious group,,,8.158280776383246e-07,0.0,8.158280776383246e-07,-8.158280776383246e-07,8.158280776383246e-07,-1.0,4.079140388191623e-07
Chad,Hinduism,,,8.143777166114121e-07,0.0,8.143777166114121e-07,-8.143777166114121e-07,8.143777166114121e-07,-1.0,4.0718885830570607e-07
Chad,Judaism,,,8.143777166114121e-07,0.0,8.143777166114121e-07,-8.143777166114121e-07,8.143777166114121e-07,-1.0,4.0718885830570607e-07
Chad,Buddhism,,,8.143777166114121e-07,0.0,8.143777166114121e-07,-8.143777166114121e-07,8.143777166114121e-07,-1.0,4.0718885830570607e-07
Guam,Other religious group,,,8.093014530172181e-07,0.0,8.093014530172181e-07,-8.093014530172181e-07,8.093014530172181e-07,-1.0,4.0465072650860903e-07
Oman,I do not identify with any religious group or faith,,,8.06400730963393e-07,0.0,8.06400730963393e-07,-8.06400730963393e-07,8.06400730963393e-07,-1.0,4.032003654816965e-07
Denmark,Other religious group,,,8.049503699364803e-07,0.0,8.049503699364803e-07,-8.049503699364803e-07,8.049503699364803e-07,-1.0,4.024751849682402e-07
Slovakia,Other religious group,,,7.918971206942672e-07,0.0,7.918971206942672e-07,-7.918971206942672e-07,7.918971206942672e-07,-1.0,3.959485603471336e-07
Finland,Other religious group,,,7.773935104251414e-07,0.0,7.773935104251414e-07,-7.773935104251414e-07,7.773935104251414e-07,-1.0,3.886967552125707e-07
Belgium,Hinduism,,,7.766683299116851e-07,0.0,7.766683299116851e-07,-7.766683299116851e-07,7.766683299116851e-07,-1.0,3.8833416495584254e-07
Portugal,Judaism,,,7.744927883713162e-07,0.0,7.744927883713162e-07,-7.744927883713162e-07,7.744927883713162e-07,-1.0,3.872463941856581e-07
Rwanda,Hinduism,,,7.701417052905785e-07,0.0,7.701417052905785e-07,-7.701417052905785e-07,7.701417052905785e-07,-1.0,3.8507085264528925e-07
Rwanda,Buddhism,,,7.701417052905785e-07,0.0,7.701417052905785e-07,-7.701417052905785e-07,7.701417052905785e-07,-1.0,3.8507085264528925e-07
Rwanda,Judaism,,,7.701417052905785e-07,0.0,7.701417052905785e-07,-7.701417052905785e-07,7.701417052905785e-07,-1.0,3.8507085264528925e-07
Eritrea,I do not identify with any religious group or faith,,,7.614395391291031e-07,0.0,7.614395391291031e-07,-7.614395391291031e-07,7.614395391291031e-07,-1.0,3.8071976956455153e-07
Czech Republic,Buddhism,,,7.607143586156468e-07,0.0,7.607143586156468e-07,-7.607143586156468e-07,7.607143586156468e-07,-1.0,3.803571793078234e-07
Czech Republic,Islam,,,7.607143586156468e-07,0.0,7.607143586156468e-07,-7.607143586156468e-07,7.607143586156468e-07,-1.0,3.803571793078234e-07
Czech Republic,Judaism,,,7.607143586156468e-07,0.0,7.607143586156468e-07,-7.607143586156468e-07,7.607143586156468e-07,-1.0,3.803571793078234e-07
Czech Republic,Hinduism,,,7.607143586156468e-07,0.0,7.607143586156468e-07,-7.607143586156468e-07,7.607143586156468e-07,-1.0,3.803571793078234e-07
Tunisia,Judaism,,,7.599891781021904e-07,0.0,7.599891781021904e-07,-7.599891781021904e-07,7.599891781021904e-07,-1.0,3.799945890510952e-07
Tunisia,Hinduism,,,7.599891781021904e-07,0.0,7.599891781021904e-07,-7.599891781021904e-07,7.599891781021904e-07,-1.0,3.799945890510952e-07
Tunisia,Buddhism,,,7.599891781021904e-07,0.0,7.599891781021904e-07,-7.599891781021904e-07,7.599891781021904e-07,-1.0,3.799945890510952e-07
Barbados,I do not identify with any religious group or faith,,,7.440352068061521e-07,0.0,7.440352068061521e-07,-7.440352068061521e-07,7.440352068061521e-07,-1.0,3.7201760340307604e-07
Turkmenistan,Other religious group,,,7.309819575639389e-07,0.0,7.309819575639389e-07,-7.309819575639389e-07,7.309819575639389e-07,-1.0,3.6549097878196946e-07
Haiti,Islam,,,7.244553329428323e-07,0.0,7.244553329428323e-07,-7.244553329428323e-07,7.244553329428323e-07,-1.0,3.6222766647141617e-07
Haiti,Buddhism,,,7.244553329428323e-07,0.0,7.244553329428323e-07,-7.244553329428323e-07,7.244553329428323e-07,-1.0,3.6222766647141617e-07
Haiti,Hinduism,,,7.244553329428323e-07,0.0,7.244553329428323e-07,-7.244553329428323e-07,7.244553329428323e-07,-1.0,3.6222766647141617e-07
Haiti,Judaism,,,7.244553329428323e-07,0.0,7.244553329428323e-07,-7.244553329428323e-07,7.244553329428323e-07,-1.0,3.6222766647141617e-07
Guinea,Judaism,,,7.23730152429376e-07,0.0,7.23730152429376e-07,-7.23730152429376e-07,7.23730152429376e-07,-1.0,3.61865076214688e-07
Hungary,Islam,,,7.23730152429376e-07,0.0,7.23730152429376e-07,-7.23730152429376e-07,7.23730152429376e-07,-1.0,3.61865076214688e-07
Hungary,Hinduism,,,7.23730152429376e-07,0.0,7.23730152429376e-07,-7.23730152429376e-07,7.23730152429376e-07,-1.0,3.61865076214688e-07
Guinea,Buddhism,,,7.23730152429376e-07,0.0,7.23730152429376e-07,-7.23730152429376e-07,7.23730152429376e-07,-1.0,3.61865076214688e-07
Hungary,Buddhism,,,7.23730152429376e-07,0.0,7.23730152429376e-07,-7.23730152429376e-07,7.23730152429376e-07,-1.0,3.61865076214688e-07
Guinea,Hinduism,,,7.23730152429376e-07,0.0,7.23730152429376e-07,-7.23730152429376e-07,7.23730152429376e-07,-1.0,3.61865076214688e-07
South Sudan,Hinduism,,,7.215546108890071e-07,0.0,7.215546108890071e-07,-7.215546108890071e-07,7.215546108890071e-07,-1.0,3.6077730544450356e-07
South Sudan,Judaism,,,7.215546108890071e-07,0.0,7.215546108890071e-07,-7.215546108890071e-07,7.215546108890071e-07,-1.0,3.6077730544450356e-07
South Sudan,Buddhism,,,7.215546108890071e-07,0.0,7.215546108890071e-07,-7.215546108890071e-07,7.215546108890071e-07,-1.0,3.6077730544450356e-07
Bolivia,Judaism,,,7.201042498620946e-07,0.0,7.201042498620946e-07,-7.201042498620946e-07,7.201042498620946e-07,-1.0,3.600521249310473e-07
